10	70172	156
10	65657	132
10	85292	131
10	35376	130
10	20449	127
10	71403	127
10	55298	126
10	44468	125
10	74177	125
10	55883	124
10	58735	124
10	58879	122
10	85622	122
10	62832	121
10	7492	119
10	7076	117
10	55567	117
10	60224	117
10	88964	116
10	24192	115
10	38237	114
10	77872	114
10	34488	113
10	56970	113
10	94812	113
10	98262	113
10	46990	111
10	66652	110
10	73881	110
10	100	107
10	48199	107
10	68652	107
10	103509	107
10	43661	106
10	60167	106
10	77048	106
10	78066	104
10	37054	102
10	50826	102
10	101261	101
10	23346	100
10	27277	100
10	74670	100
10	96363	100
10	57671	99
10	72701	99
10	17473	98
10	45595	98
10	100089	98
10	1545	97
100	65657	132
100	35376	130
100	71403	127
100	44468	125
100	74177	125
100	55883	124
100	58735	124
100	58879	122
100	85622	122
100	62832	121
100	7492	119
100	7076	117
100	60224	117
100	24192	115
100	38237	114
100	77872	114
100	94812	113
100	46990	111
100	48199	107
100	68652	107
100	77048	106
100	31236	104
100	78066	104
100	10668	103
100	50826	102
100	7749	101
100	101261	101
100	23346	100
100	74670	100
100	96363	100
100	72701	99
100	100089	98
100	1545	97
100	51790	97
100	13169	96
100	69822	95
100	76482	95
100	69806	92
100	70994	92
100	2365	91
100	25711	91
100	60445	91
100	67009	91
100	3487	90
100	13961	90
100	578	89
100	84538	89
100	26203	88
100	42835	88
100	47044	88
101	70172	156
101	65657	132
101	85292	131
101	35376	130
101	20449	127
101	71403	127
101	2346	126
101	55298	126
101	44468	125
101	74177	125
101	55883	124
101	58879	122
101	85622	122
101	62832	121
101	7492	119
101	7076	117
101	55567	117
101	60224	117
101	88964	116
101	24192	115
101	38237	114
101	77872	114
101	34488	113
101	56970	113
101	94812	113
101	98262	113
101	46990	111
101	66652	110
101	73881	110
101	100	107
101	48199	107
101	68652	107
101	103509	107
101	43661	106
101	60167	106
101	77048	106
101	31236	104
101	78066	104
101	10668	103
101	37054	102
101	50826	102
101	7749	101
101	23346	100
101	27277	100
101	74670	100
101	96363	100
101	52732	99
101	57671	99
101	72701	99
101	17473	98
103	65657	132
103	85292	131
103	35376	130
103	20449	127
103	71403	127
103	2346	126
103	55298	126
103	74177	125
103	55883	124
103	58735	124
103	62832	121
103	7492	119
103	7076	117
103	55567	117
103	60224	117
103	88964	116
103	38237	114
103	77872	114
103	34488	113
103	94812	113
103	46990	111
103	66652	110
103	100	107
103	48199	107
103	68652	107
103	43661	106
103	77048	106
103	31236	104
103	78066	104
103	10668	103
103	50826	102
103	7749	101
103	101261	101
103	23346	100
103	96363	100
103	57671	99
103	72701	99
103	17473	98
103	45595	98
103	100089	98
103	1545	97
103	85598	97
103	69822	95
103	69806	92
103	25711	91
103	3487	90
103	13961	90
103	84538	89
103	8530	88
103	26203	88
105	20449	127
105	74177	125
105	85622	122
105	62832	121
105	7492	119
105	7076	117
105	60224	117
105	24192	115
105	38237	114
105	94812	113
105	73881	110
105	68652	107
105	43661	106
105	37054	102
105	50826	102
105	7749	101
105	101261	101
105	23346	100
105	45595	98
105	100089	98
105	1545	97
105	85598	97
105	69822	95
105	69806	92
105	70994	92
105	2365	91
105	25711	91
105	60445	91
105	67009	91
105	3487	90
105	578	89
105	84538	89
105	42835	88
105	47044	88
105	95564	88
105	43508	87
105	55263	87
105	101682	85
105	104751	85
105	22153	84
105	55550	84
105	49066	83
105	62337	83
105	64669	83
105	81542	82
105	15050	81
105	75506	81
105	9980	80
105	43177	80
105	83442	80
106	20449	127
106	71403	127
106	44468	125
106	74177	125
106	55883	124
106	58735	124
106	62832	121
106	7492	119
106	55567	117
106	60224	117
106	24192	115
106	38237	114
106	77872	114
106	34488	113
106	94812	113
106	98262	113
106	46990	111
106	66652	110
106	73881	110
106	100	107
106	68652	107
106	103509	107
106	43661	106
106	77048	106
106	31236	104
106	78066	104
106	50826	102
106	7749	101
106	23346	100
106	27277	100
106	74670	100
106	96363	100
106	52732	99
106	57671	99
106	72701	99
106	45595	98
106	100089	98
106	1545	97
106	51790	97
106	85598	97
106	13169	96
106	76482	95
106	69806	92
106	70994	92
106	2365	91
106	25711	91
106	60445	91
106	67009	91
106	3487	90
106	13961	90
107	65657	132
107	85292	131
107	35376	130
107	20449	127
107	55298	126
107	74177	125
107	85622	122
107	62832	121
107	7492	119
107	7076	117
107	55567	117
107	88964	116
107	38237	114
107	77872	114
107	34488	113
107	56970	113
107	94812	113
107	66652	110
