10	28898	0.21873936599658655
10	29262	0.19776619489590502
10	58735	0.18961641270112042
10	68965	0.1822132162490103
10	17159	0.18210485411620014
10	58879	0.18154248977268744
10	44198	0.17981140587618552
10	15139	0.1789981490980288
10	71403	0.17855918195559664
10	3098	0.17670101486949308
10	11993	0.17246612574704837
10	85622	0.17144514646011408
10	62832	0.17085433127072155
10	46990	0.16829626720508498
10	61652	0.16788203321157857
10	5977	0.16718434275748148
10	107137	0.1670860318636106
10	20051	0.16694324388453177
10	17967	0.1669399885278827
10	52368	0.16572385660894273
10	82242	0.1652264540526623
10	96472	0.16522131562494904
10	19437	0.16368311033655286
10	50826	0.16363590761134061
10	71500	0.1629572455765323
10	73654	0.1623555809576591
10	69181	0.16234467740568886
10	41560	0.16224499333798745
10	22153	0.1621029557753554
10	43406	0.16153981593217012
10	104974	0.16105891512250842
10	73948	0.16023713928710942
10	44390	0.1600761572839758
10	87152	0.15989515245128894
10	21875	0.15981582252637416
10	57966	0.1572424113691763
10	91680	0.15713134415091215
10	34215	0.1569836051883728
10	59528	0.15592362917196387
10	101682	0.15320980323106836
10	101241	0.15317328180163797
10	80637	0.15197331562303137
10	34164	0.1514616892770831
10	42446	0.1513449283687792
10	79727	0.15068629625024207
10	24192	0.14996454901346012
10	49817	0.1493517656073497
10	11906	0.14905461645343704
10	101261	0.1489361959131852
10	95132	0.14891207811437052
100	44468	0.7135104015945081
100	35376	0.7038433671283783
100	65657	0.689549203504346
100	7076	0.6858718720266207
100	58735	0.6694866252109525
100	55883	0.6674243875848036
100	71403	0.6607842759963092
100	24192	0.6422648559915843
100	94812	0.6422408431563349
100	85622	0.6403031835762383
100	38237	0.6402594227376042
100	74177	0.6372029771548446
100	60224	0.6350435451826465
100	62832	0.6301991320624091
100	7492	0.63017689234663
100	77872	0.6281561796006008
100	78066	0.6219098092996207
100	58879	0.6111799548502704
100	68652	0.6097295940075316
100	48199	0.6059791112773654
100	51790	0.6021426636926566
100	46990	0.5892572990112355
100	74670	0.5826082890214408
100	31236	0.5823698852525272
100	23346	0.5764335825795224
100	77048	0.5741907273204474
100	50826	0.5674098135663378
100	101261	0.5631951533885975
100	76482	0.5624807948467738
100	84538	0.5618249823269726
100	97139	0.5550711482996938
100	55263	0.5547754687833583
100	10668	0.5483319976153425
100	96363	0.54501582117963
100	62337	0.5441352889885934
100	7749	0.5412347139687871
100	2365	0.5393199362022874
100	69806	0.5377045337534052
100	13169	0.5374848817874543
100	101682	0.5357062640321258
100	22153	0.5333447446389188
100	26203	0.5318093132502174
100	89223	0.5310930520805335
100	1545	0.5274761317613235
100	25711	0.5259067770337104
100	60445	0.5225489256745746
100	69205	0.5209227760940897
100	13961	0.5181446361451479
100	70994	0.5160341954470042
100	11993	0.5132978032301353
101	71403	0.12742325994697273
101	85292	0.12376703332904081
101	54822	0.11666489608859062
101	70172	0.11417299232874971
101	34488	0.1126815497002406
101	49817	0.11106965063771657
101	37054	0.11037317652254962
101	13169	0.10996756395652865
101	96363	0.10955725071024662
101	58879	0.1084484859065029
101	27277	0.10773986929006832
101	104030	0.10605043128011596
101	102584	0.10602093260784404
101	26599	0.10555033370509799
101	24192	0.10533912529776308
101	52368	0.10461642534870881
101	59003	0.10377671845940724
101	5552	0.1034118602771781
101	32408	0.1032780499885375
101	12042	0.10267256491400475
101	64669	0.10259620466200985
101	47044	0.10252850169959676
101	85622	0.10250185849270596
101	55753	0.1024011634282032
101	61579	0.1021898767467669
101	55550	0.10122308734091225
101	90832	0.10058904785709735
101	7492	0.10007343973188636
101	44468	0.09979464833687642
101	41547	0.09974397810067417
101	46007	0.09972148662563278
101	44390	0.09959082203008057
101	80190	0.09952872058825424
101	51790	0.09947895200468702
