5.082252621650695801e-01,5.669970512390136719e-01,-8.073453307151794434e-01,8.627086281776428223e-01,-4.191853404045104980e-01,3.745193481445312500e-01,-8.875668048858642578e-01,-6.533183455467224121e-01,7.187388539314270020e-01,5.418401360511779785e-01
5.242104530334472656e-01,5.828112363815307617e-01,-8.541026711463928223e-01,8.883326649665832520e-01,-4.202710092067718506e-01,3.891681730747222900e-01,-9.119523763656616211e-01,-6.835952997207641602e-01,7.417455315589904785e-01,5.708685517311096191e-01
3.862268030643463135e-01,4.661777019500732422e-01,-4.831522107124328613e-01,7.055455446243286133e-01,-3.930161297321319580e-01,2.592061161994934082e-01,-7.182275056838989258e-01,-4.376153945922851562e-01,5.859760642051696777e-01,3.553731739521026611e-01
5.101715326309204102e-01,5.681639909744262695e-01,-8.117448687553405762e-01,8.648574948310852051e-01,-4.198113083839416504e-01,3.760511875152587891e-01,-8.894249200820922852e-01,-6.563546657562255859e-01,7.203664779663085938e-01,5.449473857879638672e-01
4.896364808082580566e-01,5.525419712066650391e-01,-7.611586451530456543e-01,8.397814035415649414e-01,-4.162925779819488525e-01,3.585478365421295166e-01,-8.633981943130493164e-01,-6.226617097854614258e-01,7.003782391548156738e-01,5.147050023078918457e-01
5.051936507225036621e-01,5.635339021682739258e-01,-7.957543730735778809e-01,8.570108413696289062e-01,-4.175388813018798828e-01,3.698930144309997559e-01,-8.806960582733154297e-01,-6.443685889244079590e-01,7.123233079910278320e-01,5.381286144256591797e-01
4.627737402915954590e-01,5.296466350555419922e-01,-6.869381070137023926e-01,8.042070269584655762e-01,-4.083686172962188721e-01,3.301395475864410400e-01,-8.223005533218383789e-01,-5.704606175422668457e-01,6.674330830574035645e-01,4.757469296455383301e-01
4.445743262767791748e-01,5.153097510337829590e-01,-6.445158720016479492e-01,7.814400196075439453e-01,-4.079917073249816895e-01,3.172667622566223145e-01,-7.996885776519775391e-01,-5.440397262573242188e-01,6.507173180580139160e-01,4.476411938667297363e-01
5.193539261817932129e-01,5.772885084152221680e-01,-8.407832980155944824e-01,8.798434138298034668e-01,-4.213935732841491699e-01,3.868518173694610596e-01,-9.036999940872192383e-01,-6.749728918075561523e-01,7.336924672126770020e-01,5.622914433479309082e-01
4.513824880123138428e-01,5.205764770507812500e-01,-6.563364863395690918e-01,7.876593470573425293e-01,-4.069717526435852051e-01,3.204866349697113037e-01,-8.083659410476684570e-01,-5.512007474899291992e-01,6.549516320228576660e-01,4.563843905925750732e-01
5.365660190582275391e-01,5.953398346900939941e-01,-8.978738188743591309e-01,9.126517772674560547e-01,-4.239862859249114990e-01,4.064585864543914795e-01,-9.323654174804687500e-01,-7.136265039443969727e-01,7.643010020256042480e-01,5.946969389915466309e-01
4.833779931068420410e-01,5.497488975524902344e-01,-7.515565752983093262e-01,8.346617221832275391e-01,-4.157621562480926514e-01,3.541868627071380615e-01,-8.583391904830932617e-01,-6.161105036735534668e-01,6.980682015419006348e-01,5.069742202758789062e-01
4.769943356513977051e-01,5.414261817932128906e-01,-7.237913608551025391e-01,8.203486204147338867e-01,-4.129712581634521484e-01,3.449158966541290283e-01,-8.440949916839599609e-01,-5.968881249427795410e-01,6.830821633338928223e-01,4.950227737426757812e-01
5.922682285308837891e-01,6.600247025489807129e-01,-1.097496271133422852e+00,1.021664142608642578e+00,-4.364113509654998779e-01,4.775417745113372803e-01,-1.036911010742187500e+00,-8.511856198310852051e-01,8.739459514617919922e-01,6.995273828506469727e-01
3.451023101806640625e-01,4.351394176483154297e-01,-3.804541230201721191e-01,6.545125842094421387e-01,-3.840711712837219238e-01,2.210484445095062256e-01,-6.656224727630615234e-01,-3.682384490966796875e-01,5.450009703636169434e-01,2.946636676788330078e-01
4.814111292362213135e-01,5.448316931724548340e-01,-7.346420884132385254e-01,8.270502686500549316e-01,-4.126516580581665039e-01,3.474323451519012451e-01,-8.501969575881958008e-01,-6.045690774917602539e-01,6.886508464813232422e-01,5.005474686622619629e-01
4.389151334762573242e-01,5.079525113105773926e-01,-6.212496161460876465e-01,7.717649936676025391e-01,-4.049832224845886230e-01,3.090930581092834473e-01,-7.878619432449340820e-01,-5.290927290916442871e-01,6.403087377548217773e-01,4.361569583415985107e-01
4.902747273445129395e-01,5.479462146759033203e-01,-7.485542893409729004e-01,8.350425958633422852e-01,-4.132030606269836426e-01,3.532682657241821289e-01,-8.536000251770019531e-01,-6.118353009223937988e-01,6.901048421859741211e-01,5.156317949295043945e-01
4.348835349082946777e-01,5.055967569351196289e-01,-6.124140024185180664e-01,7.685590982437133789e-01,-4.037686288356781006e-01,3.055034875869750977e-01,-7.842600941658020020e-01,-5.235800147056579590e-01,6.383723020553588867e-01,4.299277365207672119e-01
4.655389785766601562e-01,5.326725244522094727e-01,-6.997384428977966309e-01,8.084489107131958008e-01,-4.120015203952789307e-01,3.371450006961822510e-01,-8.287498950958251953e-01,-5.803481936454772949e-01,6.731591224670410156e-01,4.802501499652862549e-01
4.883977770805358887e-01,5.532426834106445312e-01,-7.645586133003234863e-01,8.406667709350585938e-01,-4.165572822093963623e-01,3.585103154182434082e-01,-8.632043600082397461e-01,-6.236934065818786621e-01,7.019703388214111328e-01,5.161430835723876953e-01
4.459931254386901855e-01,5.167980790138244629e-01,-6.471216082572937012e-01,7.842789292335510254e-01,-4.072510600090026855e-01,3.177248835563659668e-01,-8.029128313064575195e-01,-5.464925765991210938e-01,6.535404920578002930e-01,4.486630260944366455e-01
5.162786245346069336e-01,5.734871625900268555e-01,-8.290396332740783691e-01,8.731065392494201660e-01,-4.209949374198913574e-01,3.827107250690460205e-01,-8.971374034881591797e-01,-6.668283939361572266e-01,7.268989682197570801e-01,5.567603111267089844e-01
