user,item,position,weight
1,1196,0,0.0744482409215447
1,2858,1,0.0742459324568495
1,593,2,0.0665345996782566
1,1210,3,0.0653961560950684
1,1198,4,0.0637298858080066
1,318,5,0.0631722987404086
1,2396,6,0.0600524614519458
1,296,7,0.0596832820679756
1,589,8,0.0593481129185079
1,2571,9,0.0590172650550098
1,480,10,0.0585800334498666
1,1617,11,0.0584597521009702
1,110,12,0.0583657742602884
1,1265,13,0.0579666281657535
1,858,14,0.0576216820275872
1,1,15,0.0546760100012781
1,1580,16,0.0543094168869355
1,2716,17,0.0523956023378953
1,2997,18,0.0516525497676713
1,1240,19,0.0510530621649114
2,260,0,0.1831755770371854
2,608,1,0.1695260237346104
2,1270,2,0.1597953945123564
2,527,3,0.158373993190367
2,1580,4,0.1579807323866963
2,1197,5,0.1542197999069741
2,858,6,0.1529630954954832
2,296,7,0.1520655955827846
2,1617,8,0.1500500874441477
2,1097,9,0.1478624842243443
2,1240,10,0.1455135647918683
2,2762,11,0.1359489017220335
2,1214,12,0.1345305110370495
2,1,13,0.1338170100676504
2,1200,14,0.1305010152312519
2,2628,15,0.1302292632943319
2,1036,16,0.1283202357511914
2,2716,17,0.1282344865706553
2,2997,18,0.1270018151982065
2,1291,19,0.1268219377639434
3,589,0,0.1052889026909245
3,2571,1,0.1035831183379496
3,2028,2,0.1016303297669801
3,1270,3,0.0975097026243226
3,110,4,0.094869971956254
3,608,5,0.0910389413241528
3,1240,6,0.0905678529973244
3,2916,7,0.0897066868234273
3,457,8,0.0892558688582945
3,1265,9,0.0876947129399466
3,2628,10,0.0864396054283151
3,1097,11,0.0862850500260985
3,1617,12,0.0836110216535536
3,858,13,0.0834612864088186
3,2716,14,0.083312374221631
3,2396,15,0.0831118331401569
3,527,16,0.082917328560087
3,318,17,0.0827468676354799
3,1214,18,0.0826176800540921
3,296,19,0.0824493336604305
4,589,0,0.0599722110106006
4,2571,1,0.0592769693730621
4,2858,2,0.0572834879809186
4,1580,3,0.0533955954993043
4,1240,4,0.0533030892063805
4,1270,5,0.0532828649488683
4,608,6,0.0532611208462001
4,593,7,0.0532257950868252
4,110,8,0.0532248340224207
4,1197,9,0.0511360189580479
4,858,10,0.0510200634902563
4,2916,11,0.0499307081093634
4,457,12,0.0495156404466574
4,527,13,0.0486550000365503
4,1200,14,0.0481947217103501
4,1617,15,0.0481795183728445
4,318,16,0.047851867352563
4,296,17,0.0474332835497777
4,2628,18,0.0462951033610384
