user,item,position,weight
1,1,0,9.21326
1,1704,1,8.87266
1,595,2,8.19396
1,593,3,6.659019
1,1210,4,6.4865427
1,910,5,5.94311
1,2355,6,5.842338
1,2396,7,5.677637
1,1282,8,5.421399
1,588,9,5.1976495
2,527,0,16.818064
2,150,1,16.10301
2,608,2,12.0873995
2,1580,3,11.55176
2,1961,4,11.458339
2,1233,5,11.028753
2,2352,6,10.471936
2,1704,7,10.036858
2,3006,8,9.888136
2,1097,9,9.561141
3,2916,0,20.856262
3,2628,1,18.416569
3,2987,2,18.202408
3,1259,3,16.759632
3,592,4,16.663336
3,919,5,16.62154
3,1127,6,14.093588
3,349,7,13.681397
3,1097,8,13.513074
3,1073,9,13.409997
4,858,0,53.981544
4,589,1,48.661457
4,1304,2,38.29351
4,1221,3,37.903767
4,457,4,36.57868
4,2571,5,36.206783
4,1197,6,35.835052
4,1240,7,35.686398
4,110,8,34.125797
4,1036,9,32.412262
5,2396,0,32.40603
5,1265,1,30.879938
5,1094,2,28.80644
5,527,3,26.70404
5,1179,4,25.870363
5,1673,5,25.197422
5,1358,6,24.368984
5,1,7,23.647469
5,1641,8,22.034943
5,2336,9,21.264585
6,919,0,13.761447
6,1028,1,12.438139
6,2080,2,9.452387
6,1307,3,9.322944
6,594,4,8.522289
6,2087,5,7.8509746
6,899,6,7.66012
6,1022,7,7.4147806
6,1721,8,7.252633
6,356,9,6.720711
7,1370,0,60.65582
7,1573,1,57.427948
7,380,2,56.126434
7,3256,3,53.47426
7,349,4,52.813126
7,1210,5,52.532024
7,260,6,48.49291
7,593,7,44.397026
7,2628,8,44.062614
7,2058,9,43.781464
8,593,0,63.74712
8,318,1,57.41272
8,1784,2,39.431854
8,32,3,36.32801
8,590,4,36.252796
8,300,5,35.9783
8,1183,6,35.80253
8,34,7,34.178196
8,2959,8,33.982674
8,1094,9,33.79346
9,296,0,223.6218
9,2396,1,175.66719
9,2997,2,173.38765
9,110,3,157.8831
9,34,4,132.46788
9,356,5,132.3597
9,589,6,123.558716
9,36,7,90.58509
9,3418,8,86.45834
9,1196,9,85.561325
10,1097,0,44.048
10,595,1,38.8752
10,2406,2,38.829975
10,1196,3,36.528442
10,2797,4,36.247765
10,1073,5,36.11831
10,1569,6,33.53005
10,1136,7,32.384502
10,2141,8,32.06192
10,39,9,31.023502
11,527,0,21.814398
11,296,1,21.486176
11,34,2,20.525433
11,1079,3,16.844816
11,1617,4,13.938896
11,2324,5,13.54453
11,3147,6,13.165118
11,3252,7,13.061352
11,1041,8,12.728927
11,2291,9,12.561209
12,2858,0,34.772907
12,912,1,28.634754
12,318,2,28.119278
12,608,3,27.195114
12,260,4,26.980433
12,1196,5,22.90547
12,2028,6,22.324022
12,296,7,19.269184
12,1225,8,19.016459
12,923,9,18.882082
13,733,0,116.565735
13,316,1,94.088806
13,1240,2,90.08823
13,2115,3,83.73615
13,1270,4,80.23857
13,377,5,75.470764
13,2406,6,71.79041
13,1676,7,66.37599
13,1375,8,66.01442
13,356,9,62.904243
14,3052,0,28.301182
14,3175,1,26.88847
14,3147,2,23.174976
14,2908,3,23.047556
14,3174,4,18.63401
14,2628,5,18.123518
14,3176,6,16.421883
14,1210,7,15.664233
14,2712,8,12.732007
14,3006,9,12.652476
15,589,0,85.85305
15,608,1,82.809784
15,1721,2,78.42567
15,733,3,65.967125
15,1393,4,62.451645
15,150,5,60.234196
15,377,6,58.023952
15,3255,7,57.62309
15,1,8,55.230896
15,1358,9,54.78578
16,2716,0,15.459739
16,2694,1,14.009786
16,1210,2,11.80147
16,1127,3,11.339806
16,2881,4,9.8918705
16,2688,5,8.718017
16,2858,6,8.694673
16,2706,7,8.669556
16,1513,8,8.606861
16,2394,9,8.073445
17,1580,0,58.632008
17,1617,1,52.01076
17,1199,2,51.498104
17,608,3,48.08408
17,2968,4,47.206
17,2997,5,41.541584
17,1965,6,33.42485
17,2985,7,31.656683
17,2628,8,27.695372
17,2692,9,27.322824
18,2571,0,99.81371
18,480,1,99.22162
18,3114,2,98.22789
18,1270,3,96.12085
18,1566,4,88.811615
18,2687,5,78.83681
18,2174,6,74.325294
18,1356,7,70.99461
18,1374,8,70.395096
18,661,9,69.78997
19,589,0,45.952393
19,480,1,44.94195
19,1907,2,35.386562
19,2916,3,28.34772
19,2985,4,24.9599
19,3175,5,23.93626
19,2294,6,23.728432
19,1275,7,23.177017
19,1221,8,22.599142
19,1148,9,22.470427
20,1610,0,20.869259
20,480,1,20.320824
20,50,2,18.854067
20,593,3,17.747295
20,608,4,14.976884
20,2916,5,14.739011
20,1704,6,14.536523
20,2762,7,14.436068
20,1210,8,13.893538
20,2791,9,13.593186
21,3114,0,13.797656
21,1148,1,8.353875
21,1907,2,7.6133323
21,1282,3,7.509611
21,2085,4,7.23176
21,594,5,7.2114043
21,2687,6,6.9704103
21,364,7,6.9405217
21,595,8,6.869589
21,1566,9,6.7708592
22,356,0,20.317347
22,2028,1,19.167578
22,2700,2,18.303154
22,1,3,17.559587
22,260,4,16.541927
22,2683,5,14.680629
22,593,6,14.259304
22,2599,7,14.191912
22,1777,8,13.919053
22,2000,9,12.9177885
23,1210,0,194.0776
23,1270,1,170.44043
23,1374,2,155.22624
23,1198,3,117.573
23,2762,4,116.22109
23,1197,5,113.177536
23,1921,6,98.82794
23,1391,7,97.217384
23,2028,8,95.079384
23,223,9,94.71138
24,2000,0,35.548306
24,2804,1,34.27809
24,2396,2,31.23879
24,1196,3,28.716413
24,1285,4,27.278683
24,356,5,26.555758
24,1172,6,26.317663
24,1297,7,23.12961
24,2470,8,20.908966
24,1210,9,20.86953
25,589,0,42.638634
25,3175,1,38.761215
25,316,2,34.700783
25,2916,3,32.486206
25,2762,4,28.813303
25,1197,5,28.05107
25,356,6,27.646074
25,1097,7,23.716675
25,110,8,23.334967
25,1,9,22.311049
26,2671,0,16.358217
26,3255,1,14.509874
26,1569,2,13.865909
26,2396,3,13.423887
26,1441,4,12.965956
26,380,5,12.491507
26,1784,6,12.085118
26,527,7,11.8508005
26,141,8,11.498047
26,1835,9,11.140921
27,1284,0,41.948467
27,1260,1,32.87349
27,1230,2,29.846268
27,1179,3,29.419598
27,3334,4,24.315283
27,942,5,23.137354
27,750,6,20.733358
27,908,7,20.706055
27,1256,8,20.153494
27,1304,9,20.048594
28,912,0,24.728289
28,2858,1,18.55593
28,527,2,17.995493
28,1307,3,15.527911
28,1270,4,14.780382
28,296,5,14.083724
28,541,6,13.778397
28,908,7,13.179612
28,1148,8,12.68664
28,920,9,12.357258
29,2028,0,213.7582
29,1197,1,150.14761
29,1201,2,140.125
29,2194,3,138.8795
29,592,4,109.153564
29,1233,5,108.7398
29,2019,6,88.09619
29,1408,7,85.95145
29,3256,8,82.80315
29,2406,9,81.87143
30,1704,0,77.36525
30,2396,1,72.39418
30,1193,2,57.40339
30,2324,3,55.05984
30,36,4,54.094566
30,110,5,53.559193
30,34,6,50.881535
30,1089,7,48.699165
