user,item,position,weight
1,2858,0,1.7143856573248082
1,1210,1,1.3629124373202106
1,480,2,1.2457348390861134
1,1196,3,1.2353099349529748
1,593,4,1.2161844243178923
1,589,5,1.1838471855515464
1,1198,6,1.1829280324083549
1,110,7,1.1401378362261023
1,2997,8,1.062739928590038
1,858,9,1.047157784489302
1,2571,10,1.0238325868792022
1,2628,11,1.02019309184679
1,1617,12,1.0097451290647357
1,2396,13,0.9825321504774324
1,318,14,0.9625620938678424
1,1580,15,0.9598899407875072
1,356,16,0.9526091262885648
1,2716,17,0.8920529188980434
1,1265,18,0.8664312678899605
1,1214,19,0.850596317683892
2,260,0,1.3241667406322983
2,2997,1,1.0991446573718673
2,1617,2,1.0740370780978092
2,527,3,1.0698339418291625
2,1270,4,1.0564275308900093
2,858,5,1.050366842627371
2,2628,6,1.0373581857281398
2,608,7,1.0371403714899288
2,1197,8,1.0253738087637363
2,2762,9,0.997318336323172
2,1580,10,0.969248972952911
2,1097,11,0.9290198986926744
2,1,12,0.8565712000758984
2,296,13,0.8530491107557462
2,1214,14,0.8462596957968498
2,3175,15,0.8149944253198288
2,2716,16,0.8131485444673516
2,1721,17,0.8029587781269053
2,912,18,0.8018355561792924
2,1221,19,0.800716088008856
3,2028,0,1.2951534024351312
3,110,1,1.206825359994653
3,589,2,1.1780118721935484
3,2997,3,1.1182870035878625
3,1270,4,1.11200884215384
3,527,5,1.097203200192692
3,1617,6,1.0710756602196156
3,858,7,1.054288265614602
3,608,8,1.0511227606484603
3,2571,9,1.0446343913346483
3,2628,10,1.00474844827721
3,1193,11,0.9835725762951174
3,2762,12,0.9722762572838736
3,356,13,0.9632122749549806
3,2396,14,0.9607254717663865
3,1097,15,0.9439563896088812
3,318,16,0.9183631686575704
3,1265,17,0.8494803548453788
3,1,18,0.842312737144112
3,2716,19,0.8416973445231661
4,2858,0,1.7211357531302127
4,593,1,1.1994804084758024
4,110,2,1.1627264365479646
4,2997,3,1.16086596128777
4,1270,4,1.153059364777958
4,589,5,1.1517497073512946
4,858,6,1.0945901122038706
4,1617,7,1.0838451550099606
4,527,8,1.0629352776264511
4,2628,9,1.0378803250002244
4,608,10,1.0358605760735315
4,2571,11,1.0137464807790075
4,1197,12,0.9916219485130596
4,1193,13,0.9715233355163924
4,1580,14,0.9689284275577342
4,2762,15,0.9626046234948769
4,356,16,0.9526831269835272
4,318,17,0.940854850866115
4,2396,18,0.9239056871257596
4,296,19,0.9031951860341116
5,1210,0,1.421898313536477
5,260,1,1.3257181879470414
5,1196,2,1.2587466910971372
5,480,3,1.2094838217592994
5,589,4,1.202138508040285
5,1198,5,1.1565725951611854
5,110,6,1.1454445101215565
5,527,7,1.0843411715154438
5,1270,8,1.0797907315217306
5,1197,9,1.0430548473171388
5,858,10,1.022511689500815
5,2628,11,0.9907046175440845
5,1580,12,0.9827295018116388
5,2396,13,0.9748160100024624
5,1193,14,0.9703557482993996
5,1097,15,0.9600836971711488
5,1265,16,0.8499921146905625
5,1,17,0.8391681295934558
5,912,18,0.8235368647147691
5,1214,19,0.8170952476567106
6,260,0,1.402255483134516
6,1196,1,1.285155151910085
